name,url,profile,additional_urls
John Hennessy,https://www.cs.stanford.edu/people/john-hennessy,"Main content start President Emeritus, Shriram Family Director of the Knight-Hennessy Scholars Program, James F. and Mary Lynn Gibbons Professor and Professor of Electrical Engineering and of Computer Science John Hennessy President Emeritus, Shriram Family Director of the Knight-Hennessy Scholars Program, James F. and Mary Lynn Gibbons Professor and Professor of Electrical Engineering and of Computer Science John L. Hennessy joined Stanford’s faculty in 1977 as an assistant professor of electrical engineering. He rose through the academic ranks to full professorship in 1986 and was the inaugural Willard R. and Inez Kerr Bell Professor of Electrical Engineering and Computer Science from 1987 to 2004. From 1983 to 1993, Dr. Hennessy was director of the Computer Systems Laboratory, a research and teaching center operated by the Departments of Electrical Engineering and Computer Science that fosters research in computer systems design. He served as chair of computer science from 1994 to 1996 and, in 1996, was named dean of the School of Engineering. As dean, he launched a five-year plan that laid the groundwork for new activities in bioengineering and biomedical engineering. In 1999, he was named provost, the university’s chief academic and financial officer. As provost, he continued his efforts to foster interdisciplinary activities in the biosciences and bioengineering and oversaw improvements in faculty and staff compensation. In October 2000, he was inaugurated as Stanford University’s 10th president, a position he held until 2016. In 2016, he cofounded the Knight-Hennessy Scholars Program, which provides scholarships and leadership development for a global community of scholars enrolled in graduate programs at Stanford. The program admitted it's first class in 2018 and will provide full scholarships for up to 100 100 students every year. A pioneer in computer architecture, in 1981 Dr. Hennessy drew together researchers to focus on a computer architecture known as RISC (Reduced Instruction Set Computer), a technology that has revolutionized the computer industry by increasing performance while reducing costs. In addition to his role in the basic research, Dr. Hennessy helped transfer this technology to industry. In 1984, he cofounded MIPS Computer Systems, now MIPS Technologies, which designs microprocessors. In recent years, his research has focused on the architecture of high-performance computers. Dr. Hennessy is a recipient of the 2000 IEEE John von Neumann Medal, the 2000 ASEE Benjamin Garver Lamme Award, the 2001 ACM Eckert-Mauchly Award, the 2001 Seymour Cray Computer Engineering Award, a 2004 NEC C&C Prize for lifetime achievement in computer science and engineering, a 2005 Founders Award from the American Academy of Arts and Sciences and the 2012 IEEE Medal of Honor, IEEE's highest award. He is a member of the National Academy of Engineering and the National Academy of Sciences, and he is a fellow of the American Academy of Arts and Sciences, the Association for Computing Machinery, and the Institute of Electrical and Electronics Engineers. He has lectured and published widely and is the co-author of two internationally used undergraduate and graduate textbooks on computer architecture design. Dr. Hennessy earned his bachelor’s degree in electrical engineering from Villanova University and his master’s and doctoral degrees in computer science from the State University of New York at Stony Brook. Education Ph.D., S.U.N.Y. Stony Brook, Computer Science  (1977) M.S., S.U.N.Y. Stony Brook, Computer Science  (1975) B.E., Villanova University, Electrical Engineering  (1973) Contact hennessy@stanford.edu Mail Code 2249 Links https://web.stanford.edu/dept/president View Full Stanford Profile Back to Top",https://web.stanford.edu/dept/president
Daniel Ho,https://www.cs.stanford.edu/people/daniel-ho,"Main content start William Benjamin Scott & Luna M. Scott Professor of Law, Professor of Political Science, Senior Fellow at the Stanford Institute for Economic Policy Research, at the Stanford Institute for HAI and Professor, by courtesy, of Computer Science Daniel Ho William Benjamin Scott & Luna M. Scott Professor of Law, Professor of Political Science, Senior Fellow at the Stanford Institute for Economic Policy Research, at the Stanford Institute for HAI and Professor, by courtesy, of Computer Science Daniel E. Ho is the William Benjamin Scott and Luna M. Scott Professor of Law, Professor of Political Science, Professor of Computer Science (by courtesy), Senior Fellow at Stanford's Institute for Human-Centered Artificial Intelligence, and Senior Fellow at the Stanford Institute for Economic Policy Research at Stanford University. He is a Faculty Fellow at the Center for Advanced Study in the Behavioral Sciences and is Director of the Regulation, Evaluation, and Governance Lab (RegLab). Ho serves on the National Artificial Intelligence Advisory Commission (NAIAC), advising the White House on artificial intelligence, as Senior Advisor on Responsible AI at the U.S. Department of Labor, and as a Public Member of the Administrative Conference of the United States (ACUS). He received his J.D. from Yale Law School and Ph.D. from Harvard University and clerked for Judge Stephen F. Williams on the U.S. Court of Appeals, District of Columbia Circuit. Contact (650) 723-9560 dho@law.stanford.edu Mail Code 6044 Links RegLab View Full Stanford Profile Back to Top",https://reglab.stanford.edu/
Mark Horowitz,https://www.cs.stanford.edu/people/mark-horowitz,"Main content start Fortinet Founders Chair of the Department of Electrical Engineering, Yahoo! Founders Professor in the School of Engineering and Professor of Computer Science Mark Horowitz Fortinet Founders Chair of the Department of Electrical Engineering, Yahoo! Founders Professor in the School of Engineering and Professor of Computer Science Professor Horowitz initially focused on designing high-performance digital systems by combining work in computer-aided design tools, circuit design, and system architecture. During this time, he built a number of early RISC microprocessors, and contributed to the design of early distributed shared memory multiprocessors. In 1990, Dr. Horowitz took leave from Stanford to help start Rambus Inc., a company designing high-bandwidth memory interface technology. After returning in 1991, his research group pioneered many innovations in high-speed link design, and many of today’s high speed link designs are designed by his former students or colleagues from Rambus. In the 2000s he started a long collaboration with Prof. Levoy on computational photography, which included work that led to the Lytro camera, whose photographs could be refocused after they were captured.. Dr. Horowitz's current research interests are quite broad and span using EE and CS analysis methods to problems in neuro and molecular biology to creating new agile design methodologies for analog and digital VLSI circuits. He remains interested in learning new things, and building interdisciplinary teams. Education PhD, Stanford University (1984) MS, MIT (1978) BS, MIT (1978) Contact (650) 725-3707 horowitz@ee.stanford.edu Mail Code 9030 Links AHA! Agile Hardware Program Stanford VLSI Research Group View Full Stanford Profile Back to Top",https://aha.stanford.edu/
Doug James,https://www.cs.stanford.edu/people/doug-james,"Main content start Professor of Computer Science and, by courtesy, of Music Doug James Professor of Computer Science and, by courtesy, of Music Doug L. James is a Full Professor of Computer Science at Stanford University (since June 2015), and a member of Stanford's Center for Computer Research in Music and Acoustics (CCRMA) and the Institute for Computational and Mathematical Engineering (ICME). He holds three degrees in applied mathematics, including a Ph.D. in 2001 from the University of British Columbia. In 2002 he joined the School of Computer Science at Carnegie Mellon University as an Assistant Professor, and later became an Associate Professor of Computer Science at Cornell University (2006-2015). His research interests include computer graphics, computer sound, physically based modeling and animation, and reduced-order physics models. Doug is a recipient of a National Science Foundation CAREER award, and a fellow of both the Alfred P. Sloan Foundation and the Guggenheim Foundation. He received the ACM SIGGRAPH 2021 Computer Graphics Achievement Award, a 2012 Technical Achievement Award from The Academy of Motion Picture Arts and Sciences for ""Wavelet Turbulence,"" and the 2013 Katayanagi Emerging Leadership Prize from Carnegie Mellon University and Tokyo University of Technology. He was the Technical Papers Program Chair of ACM SIGGRAPH 2015, and a consulting Senior Research Scientist at Pixar Animation Studios from 2015-2020. Since 2022 he has been a consulting Senior Research Scientist at NVIDIA. Education PhD, University of British Columbia, Applied Mathematics  (2001) MSc, University of British Columbia, Applied Mathematics  (1997) BSc, University of Western Ontario, Applied Mathematics  (1995) Contact (650) 723-0104 djames@cs.stanford.edu Mail Code 9035 Links My Website View Full Stanford Profile Back to Top",http://graphics.stanford.edu/~djames
Dan Jurafsky,https://www.cs.stanford.edu/people/dan-jurafsky,"Main content start Reynolds Professor in Humanities, Professor of Linguistics, Professor of Computer Science Stanford University Dan Jurafsky Reynolds Professor in Humanities, Professor of Linguistics, Professor of Computer Science Stanford University Dan Jurafsky is Professor and Chair of Linguistics and Professor of Computer Science at Stanford University. He is the recipient of a 2002 MacArthur Fellowship, is the co-author with Jim Martin of the widely-used textbook ""Speech and Language Processing"", and co-created with Chris Manning one of the first massively open online courses, Stanford's course in Natural Language Processing. His trade book ""The Language of Food: A Linguist Reads the Menu"" was a finalist for the 2015 James Beard Award. Dan received a B.A in Linguistics in 1983 and a Ph.D. in Computer Science in 1992 from the University of California at Berkeley, was a postdoc 1992-1995 at the International Computer Science Institute, and was on the faculty of the University of Colorado, Boulder until moving to Stanford in 2003. His research ranges widely across computational linguistics; special interests include natural language understanding, human-human conversation, the relationship between human and machine processing, and the application of natural language processing to the social and behavioral sciences. He also works on the linguistics of food and the linguistics of Chinese. Contact Links Personal Website Back to Top",https://web.stanford.edu/~jurafsky/
Zerina Kapetanovic,https://www.cs.stanford.edu/people/zerina-kapetanovic,"Main content start Assistant Professor of Electrical Engineering and, by courtesy, of Computer Science and of Geophysics Zerina Kapetanovic Assistant Professor of Electrical Engineering and, by courtesy, of Computer Science and of Geophysics Zerina Kapetanovic is an Assistant Professor in the Department of Electrical Engineering at Stanford University working in the area of low-power wireless communication, sensing, and Internet of Things (IoT) systems. Prior to starting at Stanford, Kapetanovic was a postdoctoral researcher at Microsoft Research in the Networking Research Group and Research for Industry Group.Kapetanovic's research has been recognized by the Yang Research Award, the Distinguished Dissertation Award from the University of Washington, and is a Terman Faculty Fellow. She also received the Microsoft Research Distinguished Dissertation Grant and was selected to attend the 2020 UC Berkeley Rising Stars in EECS Workshop. Kapetanovic completed her PhD in Electrical Engineering from the University of Washington in 2022. Education PhD, University of Washington, Electrical Engineering (2022) Contact View Full Stanford Profile Back to Top",https://www.cs.stanford.edu/events
Sachin Katti,https://www.cs.stanford.edu/people/sachin-katti-0,"Main content start Adjunct Professor, Emeritus Sachin Katti Adjunct Professor, Emeritus Back to Top",https://www.cs.stanford.edu/events
Oussama Khatib,https://www.cs.stanford.edu/people/oussama-khatib,"Main content start Weichai Professor and Professor, by courtesy, of Electrical Engineering Oussama Khatib Weichai Professor and Professor, by courtesy, of Electrical Engineering Robotics research on novel control architectures, algorithms, sensing, and human-friendly designs for advanced capabilities in complex environments. With a focus on enabling robots to interact cooperatively and safely with humans and the physical world, these studies bring understanding of human movements for therapy, athletic training, and performance enhancement. Our work on understanding human cognitive task representation and physical skills is enabling transfer for increased robot autonomy. With these core capabilities, we are exploring applications in healthcare and wellness, industry and service, farms and smart cities, and dangerous and unreachable settings -- deep in oceans, mines, and space. Education PhD, Sup-Aero, France (1980) Contact (650) 723-9753 KHATIB@CS.stanford.edu Mail Code 9010 Links http://robotics.stanford.edu/~ok View Full Stanford Profile Back to Top",http://robotics.stanford.edu/~ok http://robotics.stanford.edu/
Fredrik Kjolstad,https://www.cs.stanford.edu/people/fredrik-kjoelstad,"Main content start Assistant Professor of Computer Science Fredrik Kjolstad Assistant Professor of Computer Science Fredrik Kjolstad is an Assistant Professor in Computer Science at Stanford University. He works on topics in compilers, programming models, and systems, with an emphasis on compilers for sparse computing problems where we need to separate the algorithms from data representation, as well as fast compilers. He has received the NSF CAREER Award, the MIT EECS First Place George M. Sprowls PhD Thesis Award in Computer Science, the Rosing Award, an Adobe Fellowship, a Google Research Scholarship, and several best/distinguished paper awards. Website: https://fredrikbk.com/ Contact kjolstad@stanford.edu Mail Code 9040 Links Academic website Google Scholar View Full Stanford Profile Back to Top",https://fredrikbk.com/
Oluwasanmi Koyejo,https://www.cs.stanford.edu/people/sanmi-koyejo,Main content start Assistant Professor of Computer Science Oluwasanmi Koyejo Assistant Professor of Computer Science Contact Mail Code 9020 View Full Stanford Profile Back to Top,https://www.cs.stanford.edu/events
Christoforos Kozyrakis,https://www.cs.stanford.edu/people/christos-kozyrakis,"Main content start Professor of Electrical Engineering and of Computer Science Christoforos Kozyrakis Professor of Electrical Engineering and of Computer Science Christos Kozyrakis is a Professor of Electrical Engineering and Computer Science at Stanford University. His primary research areas are computer architecture and computer systems. His current work focuses on cloud computing, systems for machine learning, and machine learning for systems. Christos leads the MAST research group. He is also the faculty director of the Stanford Platform Lab. Christos holds a BS degree from the University of Crete and a PhD degree from the University of California at Berkeley. He is a fellow of the ACM and the IEEE. He has received the ACM SIGARCH Maurice Wilkes Award, the ISCA Influential Paper Award, the NSF Career Award, the Okawa Foundation Research Grant, and faculty awards by IBM, Microsoft, and Google. Education PhD, University of California at Berkeley, Computer Science  (2002) Contact kozyraki@stanford.edu Mail Code 9030 Links http://www.stanford.edu/~kozyraki View Full Stanford Profile Back to Top",http://www.stanford.edu/ http://www.stanford.edu/~kozyraki
Anshul Kundaje,https://www.cs.stanford.edu/people/anshul-kundaje,"Main content start Associate Professor of Genetics and of Computer Science Anshul Kundaje Associate Professor of Genetics and of Computer Science Anshul Kundaje is Associate Professor of Genetics and Computer Science at Stanford University. His primary research area is large-scale computational regulatory genomics. The Kundaje lab specializes in developing statistical and machine learning methods for large-scale integrative analysis of heterogeneous, high-throughput functional genomic and genetic data to decipher regulatory elements and long-range regulatory interactions, learn predictive regulatory network models across individuals, cell-types and species and improve detection and interpretation of natural and disease-associated genetic variation. Previously as a postdoc at Stanford and Research Scientist at MIT, Anshul was the lead computational analyst of the ENCODE Project and the Roadmap Epigenomics Project. Anshul is also a recipient of the 2016 NIH Director's New Innovator Award and the 2014 Alfred Sloan Fellowship. Contact (650) 723-2353 akundaje@stanford.edu Mail Code 5120 Links My website View Full Stanford Profile Back to Top",http://anshul.kundaje.net
Monica Lam,https://www.cs.stanford.edu/people/monica-lam,"Main content start Kleiner Perkins, Mayfield, Sequoia Capital Professor in the School of Engineering and Professor, by courtesy, of Electrical Engineering Monica Lam Kleiner Perkins, Mayfield, Sequoia Capital Professor in the School of Engineering and Professor, by courtesy, of Electrical Engineering Dr. Monica Lam is a Professor in the Computer Science Department at Stanford University, and the Faculty Director of the Stanford Open Virtual Assistant Laboratory.  Dr. Monica Lam obtained her BS degree in computer science from University of British Columbia, and her PhD degree in computer science from Carnegie Mellon University in 1987. She joined Stanford in 1988. Professor Lam's current research is on conversational virtual assistants with an emphasis on privacy protection. Her research uses deep learning to map task-oriented natural language dialogues into formal semantics, represented by a new executable programming language called ThingTalk. Her Almond virtual assistant, trained on open knowledge graphs and IoT API standards, can be easily customized to perform new tasks. She is leading an Open Virtual Assistant Initiative to create the largest, open, crowdsourced language semantics model to promote open access in all languages. Her decentralized Almond virtual assistant that supports fine-grain sharing with privacy has received Popular Science's Best of What's New Award in Security in 2019. Prof. Lam is also an expert in compilers for high-performance machines. Her pioneering work of affine partitioning provides a unifying theory to the field of loop transformations for parallelism and locality.  Her software pipelining algorithm is used in commercial systems for instruction level parallelism.  Her research team created the first, widely adopted research compiler, SUIF. She is a co-author of the classic compiler textbook, popularly known as the “dragon book”.   She was on the founding team of Tensilica, now a part of Cadence. Dr. Lam is a Member of  the National Academy of Engineering and an Association of Computing Machinery (ACM) Fellow. Education PhD, Carnegie Mellon University, Computer Science  (1987) MS, Carnegie Mellon University, Computer Science  (1982) BS (Hons), University of British Columbia, Computer Science  (1980) Contact (650) 725-3714 lam@stanford.edu Mail Code 9030 Links http://cs.stanford.edu/~lam View Full Stanford Profile Back to Top",http://cs.stanford.edu/~lam http://cs.stanford.edu/
James Landay,https://www.cs.stanford.edu/people/james-landay,"Main content start Denning Co-Director (Acting) of Stanford Institute for Human-Centered AI, Anand Rajaraman and Venky Harinarayan Professor and Senior Fellow at the Stanford Institute for Human-Centered AI James Landay Denning Co-Director (Acting) of Stanford Institute for Human-Centered AI, Anand Rajaraman and Venky Harinarayan Professor and Senior Fellow at the Stanford Institute for Human-Centered AI James Landay is a Professor of Computer Science and the Anand Rajaraman and Venky Harinarayan Professor in the School of Engineering at Stanford University. He specializes in human-computer interaction. Landay is the co-founder and Co-Director of the Stanford Institute for Human-centered Artificial Intelligence (HAI). Prior to joining Stanford, Landay was a Professor of Information Science at Cornell Tech in New York City for one year and a Professor of Computer Science & Engineering at the University of Washington for 10 years. From 2003-2006, he also served as the Director of Intel Labs Seattle, a leading research lab that explored various aspects of ubiquitous computing. Landay was also the chief scientist and co-founder of NetRaker, which was acquired by KeyNote Systems in 2004. Before that he was an Associate Professor of Computer Science at UC Berkeley. Landay received his BS in EECS from UC Berkeley in 1990, and MS and PhD in Computer Science from Carnegie Mellon University in 1993 and 1996, respectively. His PhD dissertation was the first to demonstrate the use of sketching in user interface design tools. He is a member of the ACM SIGCHI Academy and an ACM Fellow. He is an ACM SIGCHI Lifetime Research Award winner. He served for six years on the NSF CISE Advisory Committee. Education BS, UC Berkeley, Electrical Engineering & Computer Science  (1990) MS, Carnegie Mellon University, Computer Science  (1993) PhD, Carnegie Mellon University, Computer Science  (1996) Contact Mail Code 9035 View Full Stanford Profile Back to Top",https://www.cs.stanford.edu/events
Jure Leskovec,https://www.cs.stanford.edu/people/jure-leskovec,"Main content start Professor of Computer Science Jure Leskovec Professor of Computer Science Jure Leskovec is Professor of Computer Science at Stanford University. He is affiliated with the Stanford AI Lab, Machine Learning Group and the Center for Research on Foundation Models. In the past, he served as a Chief Scientist at Pinterest and was an investigator at Chan Zuckerberg BioHub. Leskovec recently pioneered the field of Graph Neural Networks and co-authored PyG, the most widely-used graph neural network library. Research from his group has been used by many countries to fight COVID-19 pandemic, and has been incorporated into products at Facebook, Pinterest, Uber, YouTube, Amazon, and more. His research received several awards including Microsoft Research Faculty Fellowship in 2011, Okawa Research award in 2012, Alfred P. Sloan Fellowship in 2012, Lagrange Prize in 2015, and ICDM Research Contributions Award in 2019. His research contributions have spanned social networks, data mining and machine learning, and computational biomedicine with the focus on drug discovery. His work has won 12 best paper awards and 5 10-year test of time awards at a premier venues in these research areas. Leskovec received his bachelor's degree in computer science from University of Ljubljana, Slovenia, PhD in machine learning from Carnegie Mellon University and postdoctoral training at Cornell University. Education BSc, University of Ljubljana, Slovenia, Computer Science  (2004) PhD, Carnegie Mellon University, Computer Science  (2008) Contact jure@stanford.edu Mail Code 9040 Links My Personal Site View Full Stanford Profile Back to Top",http://cs.stanford.edu/~jure/
Philip Levis,https://www.cs.stanford.edu/people/philip-levis,"Main content start Professor of Computer Science and of Electrical Engineering Philip Levis Professor of Computer Science and of Electrical Engineering Professor Levis' research focuses on the design and implementation of efficient software systems for embedded wireless sensor networks; embedded network sensor architecture and design; systems programming and software engineering. Education Sc.B., Brown University, Biology and Computer Science  (1999) M.S., CU Boulder, Computer Science  (2001) Ph.D., UC Berkeley, Computer Science  (2005) Contact (510) 290-5283 plevis@stanford.edu Mail Code 9040 View Full Stanford Profile Back to Top",https://www.cs.stanford.edu/events
Fei-Fei Li,https://www.cs.stanford.edu/people/fei-fei-li,"Main content start Sequoia Capital Professor, Denning Co-Director (On Leave) Stanford Institute for Human-Centered AI, Senior Fellow at HAI and Professor, by courtesy, of Operations, Information and Technology at the Graduate School of Business Fei-Fei Li Sequoia Capital Professor, Denning Co-Director (On Leave) Stanford Institute for Human-Centered AI, Senior Fellow at HAI and Professor, by courtesy, of Operations, Information and Technology at the Graduate School of Business Dr. Fei-Fei Li is the inaugural Sequoia Professor in the Computer Science Department at Stanford University, and a Founding Co-Director of Stanford’s Human-Centered AI Institute. She served as the Director of Stanford’s AI Lab from 2013 to 2018. And during her sabbatical from Stanford from January 2017 to September 2018, Dr. Li was Vice President at Google and Chief Scientist of AI/ML at Google Cloud. Dr. Li has served as a Board member or advisor in various public or private companies. She is currently a Co-founder/CEO of World Labs, an AI company focusing on Spatial Intelligence and generative AI. Dr. Fei-Fei Li obtained her B.A. degree in physics from Princeton in 1999 with High Honors, and her PhD degree in electrical engineering from California Institute of Technology (Caltech) in 2005. She has been recognized as the Distinguished Alumni by both Princeton and Caltech in 2020 and 2024 respectively. Dr. Li also holds a Doctorate Degree (Honorary) from Harvey Mudd College. Dr. Fei-Fei Li’s current research interests include AI, machine learning, deep learning, computer vision, robotic learning, and ambient intelligence for healthcare delivery. In the past she has also worked on cognitive and computational neuroscience. Dr. Li has published more than 400 scientific articles in top-tier journals and conferences in science, engineering and computer science. Dr. Li is the inventor of ImageNet and the ImageNet Challenge, a critical large-scale dataset and benchmarking effort that has been widely regarded as one of the three driving forces of the birth of modern AI and deep learning revolution. In 2023, Dr. Li published a science memoir called “The Worlds I See: Curiosity, Exploration and Discovery at the Dawn of AI”, published by Macmillan Publishers. Dr. Li has been working with policymakers nationally and locally to ensure positive and human-centered progress in AI technologies, including a number of U.S. Senate and Congressional testimonies, her service as a special advisor to the Secretary General of the United Nations, a member of the California Future of Work Commission for the Governor of California in 2019 - 2020, and a member of the National Artificial Intelligence Research Resource Task Force (NAIRR) for the White House Office of Science and Technology Policy (OSTP) and the National Science Foundation (NSF) in 2021-2022. She has delivered numerous speeches including to the President of the United States, and the Security Council of the United Nations. Dr. Li is an elected Member of the National Academy of Engineering (NAE), the National Academy of Medicine (NAM) and American Academy of Arts and Sciences (AAAS). She is also a Fellow of ACM, a member of the Council on Foreign Relations (CFR). Among her many recognitions, Dr. Li is a laureate of the VinFuture Prize (2024), a recipient of the Intel Lifetime Achievements Award (2023), the IEEE PAMI Thomas Huang Memorial Prize (2022), the IEEE PAMI Longuet-Higgins Prize (2019), the National Geographic Society Further Award (2019), the IAPR J.K. Aggarwal Prize (2016), the IEEE PAMI Mark Everingham Award (2016), the Alfred Sloan Faculty Award (2011), the NSF CAREER award (2009), the Microsoft Research New Faculty Fellowship (2006), among others. Dr. Li is a keynote speaker at many academic or influential conferences, including the World Economics Forum (Davos), the Grace Hopper Conference 2017 and the TED2015 and TED2024. Dr. Li was recognized as one of the Time Magazine AI100 influencers in 2023, Women in Tech by the ELLE Magazine (2017), a Global Thinker of 2015 by Foreign Policy, and one of the “Great Immigrants: The Pride of America” in 2016 by the Carnegie Foundation, past winners include Albert Einstein, Yoyo Ma, Sergey Brin, et al. (Dr. Li publishes under the name L. Fei-Fei) Education Ph.D. (Honorary), Harvey Mudd College, Engineering  (2022) B.A., Princeton University, Physics  (1999) Master, California Institute of Technology, Electrical Engineering  (2001) PhD, California Institute of Technology, Electrical Engineering  (2005) Contact feifeili@stanford.edu Mail Code 9015 Links Stanford Vision and Learning Lab website View Full Stanford Profile Back to Top",http://svl.stanford.edu
Percy Liang,https://www.cs.stanford.edu/people/percy-liang,"Main content start Associate Professor of Computer Science, Senior Fellow at the Stanford Institute for Human-Centered AI, and Associate Professor, by courtesy, of Statistics Percy Liang Associate Professor of Computer Science, Senior Fellow at the Stanford Institute for Human-Centered AI, and Associate Professor, by courtesy, of Statistics Percy Liang is an Associate Professor of Computer Science at Stanford University (B.S. from MIT, 2004; Ph.D. from UC Berkeley, 2011) and the director of the Center for Research on Foundation Models (CRFM).  He is currently focused on making foundation models (in particular, language models) more accessible through open-source and understandable through rigorous benchmarking.  In the past, he has worked on many topics centered on machine learning and natural language processing, including robustness, interpretability, human interaction, learning theory, grounding, semantics, and reasoning.  He is also a strong proponent of reproducibility through the creation of CodaLab Worksheets. His awards include the Presidential Early Career Award for Scientists and Engineers (2019), IJCAI Computers and Thought Award (2016), an NSF CAREER Award (2016), a Sloan Research Fellowship (2015), a Microsoft Research Faculty Fellowship (2014), and paper awards at ACL, EMNLP, ICML, COLT, ISMIR, CHI, UIST, and RSS. Education BS, MIT (2004) MEng, MIT (2005) PhD, UC Berkeley (2011) Contact Mail Code 9010 View Full Stanford Profile Back to Top",https://www.cs.stanford.edu/events
C. Karen Liu,https://www.cs.stanford.edu/people/karen-liu,"Main content start Professor of Computer Science C. Karen Liu Professor of Computer Science C. Karen Liu is a professor in the Computer Science Department at Stanford University. Prior to joining Stanford, Liu was a faculty member at the School of Interactive Computing at Georgia Tech. She received her Ph.D. degree in Computer Science from the University of Washington. Liu's research interests are in computer graphics and robotics, including physics-based animation, character animation, optimal control, reinforcement learning, and computational biomechanics. She developed computational approaches to modeling realistic and natural human movements, learning complex control policies for humanoids and assistive robots, and advancing fundamental numerical simulation and optimal control algorithms. The algorithms and software developed in her lab have fostered interdisciplinary collaboration with researchers in robotics, computer graphics, mechanical engineering, biomechanics, neuroscience, and biology. Liu received a National Science Foundation CAREER Award, an Alfred P. Sloan Fellowship, and was named Young Innovators Under 35 by Technology Review. In 2012, Liu received the ACM SIGGRAPH Significant New Researcher Award for her contribution in the field of computer graphics. Education BS, National Taiwan University, Computer Science  (1999) MS, University of Washington, Computer Science  (2001) PhD, University of Washington, Computer Science  (2005) Contact ckliu38@stanford.edu Mail Code 9035 Links https://cs.stanford.edu/~karenliu View Full Stanford Profile Back to Top",https://cs.stanford.edu/~karenliu https://cs.stanford.edu/
Tengyu Ma,https://www.cs.stanford.edu/people/tengyu-ma,Main content start Assistant Professor of Computer Science Tengyu Ma Assistant Professor of Computer Science Contact tengyuma@stanford.edu Mail Code 9020 View Full Stanford Profile Back to Top,https://www.cs.stanford.edu/events
Christopher Manning,https://www.cs.stanford.edu/people/christopher-manning,"Main content start Thomas M. Siebel Professor of Machine Learning, Professor of Linguistics, of Computer Science and Senior Fellow at the Stanford Institute for Human-Centered AI Christopher Manning Thomas M. Siebel Professor of Machine Learning, Professor of Linguistics, of Computer Science and Senior Fellow at the Stanford Institute for Human-Centered AI Christopher Manning is the inaugural Thomas M. Siebel Professor in Machine Learning in the Departments of Linguistics and Computer Science at Stanford University, Director of the Stanford Artificial Intelligence Laboratory (SAIL), and an Associate Director of the Stanford Institute for Human-Centered Artificial Intelligence (HAI). From 2010, Manning pioneered Natural Language Understanding and Inference using Deep Learning, with impactful research on sentiment analysis, paraphrase detection, the GloVe model of word vectors, attention, neural machine translation, question answering, self-supervised model pre-training, tree-recursive neural networks, machine reasoning, dependency parsing, and summarization, work for which he has received two ACL Test of Time Awards and the IEEE John von Neumann Medal (2024). He earlier led the development of empirical, probabilistic approaches to NLP, computational linguistics, and language understanding, defining and building theories and systems for Natural Language Inference, syntactic parsing, machine translation, and multilingual language processing, work for which he won ACL, Coling, EMNLP, and CHI Best Paper Awards. In NLP education, Manning coauthored foundational textbooks on statistical approaches to NLP (Manning and Schütze 1999) and information retrieval (Manning, Raghavan, and Schütze, 2008), and his online CS224N Natural Language Processing with Deep Learning course videos have been watched by hundreds of thousands. In linguistics, Manning is a principal developer of Stanford Dependencies and Universal Dependencies, and has authored monographs on ergativity and complex predicates. He is the founder of the Stanford NLP group (@stanfordnlp) and was an early proponent of open source software in NLP with Stanford CoreNLP and Stanza. He is an ACM Fellow, a AAAI Fellow, and an ACL Fellow, and a Past President of the ACL (2015). Manning has a B.A. (Hons) from The Australian National University, a Ph.D. from Stanford in 1994, and an Honorary Doctorate from U. Amsterdam in 2023. He held faculty positions at Carnegie Mellon University and the University of Sydney before returning to Stanford. Education PhD, Stanford University (1994) Contact (650) 723-7683 manning@stanford.edu Mail Code 9030 Links Stanford NLP Group Personal home page Google Scholar page Twitter View Full Stanford Profile Back to Top",https://nlp.stanford.edu/
David Mazieres,https://www.cs.stanford.edu/people/david-mazieres,"Main content start Professor of Computer Science David Mazieres Professor of Computer Science Mazieres investigates ways to improve the security of operating systems, file systems, and distributed systems. In addition, he has worked on large-scale peer-to-peer systems and e-mail privacy. Education PhD, MIT, Computer Science  (2000) Contact Links More up-to-date information View Full Stanford Profile Back to Top",http://www.scs.stanford.edu/~dm/
Azalia Mirhoseini,https://www.cs.stanford.edu/people/azalia-mirhoseini,"Main content start Assistant Professor of Computer Science Azalia Mirhoseini Assistant Professor of Computer Science Azalia Mirhoseini is an Assistant Professor in the Computer Science Department at Stanford University. Professor Mirhoseini's research interest is in developing capable, reliable, and efficient AI systems for solving high-impact, real-world problems. Her work includes generalized learning-based methods for decision-making problems in systems and chip design, self-improving AI models through interactions with the world, and scalable deep learning optimization. Prior to Stanford, she spent several years in industry AI labs, including Anthropic and Google Brain. At Anthropic, she worked on advancing the capabilities and reliability of large language models. At Google Brain, she co-founded the ML for Systems team, with a focus on automating and optimizing computer systems and chip design. She received her BSc degree in Electrical Engineering from Sharif University of Technology and her PhD in Electrical and Computer Engineering from Rice University. Her work has been recognized through the MIT Technology Review’s 35 Under 35 Award, the Best ECE Thesis Award at Rice University, publications in flagship venues such as Nature, and coverage by various media outlets, including MIT Technology Review, IEEE Spectrum, The Verge, The Times, ZDNet, VentureBeat, and WIRED. Contact azalia@stanford.edu Links http://azaliamirhoseini.com/ Google Scholar View Full Stanford Profile Back to Top",http://azaliamirhoseini.com/
